,qname,seqLength,sampleQnamesChr,subTeloAlignLength,teloBPLengths
1688,88f269ba-d362-4826-b1b1-0d5296b8e6a5,15974,chr20:q-arm,11880,2818
1689,e522e340-eee0-4fd4-826a-00bf2fc16f5b,23673,chr17:q-arm,14306,4228
1690,a168b9e0-1c82-42fc-849f-7ec9c8d7754e,1567,chr19:q-arm,102,1070
1691,1e94421a-8704-4aa1-8de3-b0af137f2e38,25375,chr16:q-arm,14333,7585
1692,8c1c7632-a334-4cf1-8dce-e2738e246d3d,6976,chr8:q-arm,182,6811
1693,234b8712-1ff6-45fd-9db1-d0365baf1049,17147,chr5:q-arm,374,210
1694,f8421eb5-3b6e-4e38-943c-58f643e2dd2d,17187,chr5:p-arm,11495,3325
1695,5166be54-43d4-499d-8ff3-d5c7931be1d7,13576,chr16:q-arm,2651,10188
1698,e6f71196-e69d-44af-b040-39d7f5594aec,7179,chr9:p-arm,760,5608
1699,0ef5f9b4-944b-49f0-b773-e76bf1ed3d24,10328,chr15:p-arm,5987,3016
1700,0bf96e3d-fffa-44d4-9382-98eab012c2a0,34058,chr18:q-arm,24377,4748
1701,74ad57e3-7de8-465f-87c9-ac70d56d2cd6,16756,chr15:p-arm,13755,1050
1702,d25e811c-1662-4827-bf0b-b5199c1997b4,1989,chr19:q-arm,85,796
1703,e7451a56-4f2c-49e9-8946-d936e197c014,25174,chr8:p-arm,18178,4171
1704,b61dcaf3-2f57-4728-99f1-76fdd4082aa9,3419,chr19:q-arm,69,2144
1705,36dee7f4-1e3c-4112-a61a-aa088a7c3512,3658,chr19:q-arm,85,2443
1706,0b937dd9-e005-4176-94db-736ca0834a79,1540,chr12:q-arm,809,503
1707,55a3f162-c0bd-419d-a1a4-d0ebddb74307,39977,chr8:q-arm,27082,6661
1708,bac30bb1-a333-4919-b701-f54cf42fa1ad,1661,chr19:q-arm,95,468
1709,8d356350-97ef-4347-ab6a-8165616bde32,9810,chr11:q-arm,5080,3519
1711,ccfeeac2-1986-44fd-9df4-1b649e708a67,16285,chr4:q-arm,5055,10168
1712,30dfae00-061e-4ba8-897c-169acb050f3b,4167,chr11:q-arm,126,3158
1713,d678d791-de75-4590-b315-951252e82b38,12994,chr3:p-arm,9344,1919
1714,713db539-8da2-4aca-b933-b4c58c099c51,12715,chr10:q-arm,241,132
1715,5830b4bf-0567-4d78-8411-3cf69a770140,16112,chr21:p-arm,6638,4173
1716,74b5f794-1aa1-4499-870b-5ad3a9ec5d10,12030,chrX:q-arm,81,36
1717,c438ca2d-e2aa-480a-add9-aabf01161872,4891,chr20:q-arm,946,3334
1718,a82c898d-64cd-4fa4-9d6e-15cec076389e,5409,chr9:p-arm,1480,3293
1719,48b27764-c6f7-4e00-8bd7-190f136bd461,35822,chr20:p-arm,21327,8763
1721,b44a3c16-f7d4-471c-8873-5ca7ecd7a115,46075,chr11:q-arm,2839,48
1722,f493a52f-8bb1-4c16-b087-d2b5fffb4957,2085,chr10:p-arm,74,181
1723,10de5100-e546-438b-ac24-6db61ff431fb,4578,chr19:q-arm,100,3275
1724,3ddd29de-70cb-493c-97ac-8c1e531e36be,34803,chr14:p-arm,25717,2493
1725,f21d0259-3185-4d32-a73c-12b66b7e694f,17183,chr6:p-arm,550,54
1726,cca4a245-eb7a-4b82-8a16-7d1eb776b15b,3474,chr19:q-arm,108,2206
1727,ea00d76b-96f6-4746-87ec-413aa366ef6a,23252,chr6:q-arm,14258,3600
1730,223bcde7-d33a-4177-9761-89b5da03f0c7,2804,chr19:q-arm,96,1487
1731,d855a3aa-76a9-4c7e-98a6-76d0f7f1dbf9,8877,chr19:q-arm,2810,5212
1732,85c2eb04-e962-4366-b551-a446e70bce9d,8578,chr15:p-arm,3256,4406
1733,70803733-7f14-4e99-a2a6-3826cdabefdc,25918,chr2:p-arm,14738,5020
1734,b3a316eb-1bbc-4a27-9c30-f39dbf363e8d,5791,chr19:p-arm,1293,3967
1735,6e491d12-4ee6-461b-9a44-7784e1b79e8c,6059,chr20:q-arm,1117,4618
1736,51d643da-6481-4e0f-8a30-bb32d61a4d99,6613,chrX:p-arm,81,5466
1737,e024cc0c-1b6d-456d-a7b1-a2a174b76784,1929,chr19:q-arm,92,624
1738,6685f93a-caa6-4e0e-a4a6-00a412ece658,21904,chr15:q-arm,11042,6529
1739,3b52379e-9306-4d75-8a44-cbfd42fc8f0f,2928,chr19:q-arm,107,1647
1740,26b4cbbe-19eb-443b-989d-b4c0da0b85d7,13540,chr8:q-arm,7535,5554
1741,8f1d8a37-9845-4afc-8446-522783a5f4b1,22931,chr2:p-arm,20148,216
1742,0b01f71f-5ba8-4cd7-83fc-b8e50812f14f,16056,chr10:p-arm,8922,3178
1743,a441a1df-8f57-4d83-8c6c-d479d5c6ed46,20068,chr5:p-arm,13770,2584
1744,b161536e-839d-4895-83e1-8a9f4b528884,42684,chr17:q-arm,34697,1733
1745,f62d69b2-d3db-4f2a-92f8-ad090f0a0734,39821,chr19:q-arm,27220,6771
1746,a109f24d-3c17-4f97-8207-c825118d5153,21764,chr9:p-arm,11841,6042
1747,d0b91373-a340-456c-8ab6-e469ccf3641e,31147,chr5:q-arm,23889,4648
1748,9d755a42-974a-4ade-a2e5-f0be31ed2613,2513,chrX:p-arm,94,2223
1750,5b4fb8ae-91cc-4c96-ba6d-7cb934b3ddc2,36458,chr17:q-arm,19611,5811
1751,f7dbe7e3-b1eb-4fd4-8829-a473e662296a,1370,chr20:q-arm,686,591
1752,b512890d-e975-464e-8b89-92f28cdb80c8,42486,chr7:p-arm,30393,4927
1753,08a90fc4-1a4c-417c-a34d-64f42da30f08,10513,chr19:q-arm,124,9496
1754,c0373fa5-2eeb-430d-8b00-41146845b1dd,9668,chr14:q-arm,4372,3826
1755,bc06ced0-607c-44b7-806c-82a49a1ba60f,4345,chr19:p-arm,1371,2511
1757,494d507a-8074-4cab-88db-912fc87b4af2,35728,chr17:q-arm,23215,4593
1758,016e1ed0-a936-45a0-98b8-59dc288f9c10,11086,chr5:p-arm,3027,6979
1759,7602e57a-70ee-4fae-a9ee-31a41a54aa2c,1613,chr19:q-arm,84,446
1760,4c4ed101-c63f-4793-ae63-facc52fae56b,14336,chr20:q-arm,7105,4906
1761,91aa4787-2d2c-4c10-ad53-03508909d812,11162,chr8:p-arm,5996,3572
1762,760c8110-f9ab-479a-8632-51068a8ba8c9,5625,chr9:p-arm,1352,4028
1763,3c315007-8909-4a8a-bfd6-79333b782026,1416,chr19:q-arm,71,181
1764,de2df140-b73d-48cd-8f64-fbd6b1d272d2,43464,chr6:q-arm,30542,6153
1765,31a85ed2-29b1-45fc-b7a1-3987b314f37c,8500,chr9:p-arm,1465,6400
1766,c38cd90d-0133-4204-8180-b8c5247ad3fe,7968,chr20:q-arm,1766,5995
1767,9f3fa3a9-9e6b-409a-ae32-729bb908ef77,2639,chr18:p-arm,168,1433
1768,7f9cad2c-139c-445d-bfac-c47986bb925a,12267,chr16:q-arm,6634,4512
1769,4dddb421-e1ee-4830-8b3b-af9c68140868,9593,chr19:q-arm,6148,2558
1770,d415352a-f5ba-4e2e-92b3-4aa37f415c42,9962,chr3:q-arm,1289,8238
1771,9b6ee556-f5c4-452a-b8eb-eafdcf0048c0,7110,chr12:p-arm,1705,5074
1772,bc5e9969-e9ea-4734-a469-c2a4a08db138,9382,chr14:q-arm,1701,6862
1773,48fb2d86-7d94-4f97-a9fb-96082ac817d6,5472,chr4:p-arm,52,186
1774,01d66256-e159-44cf-91e3-6990652decbc,7646,chr2:p-arm,105,108
1775,4ae07e4b-af13-45fd-83b9-28de3d336080,1366,chr12:q-arm,58,987
1776,2f3473a0-3c5a-4c7b-91f1-9468c054a308,5131,chr9:p-arm,1178,3592
1777,415ffe65-b0c0-412d-a4de-0ebb41acce04,19469,chr9:p-arm,92,219
1779,646a7245-28fa-40cd-b3aa-d36c3c2d026c,22132,chr8:q-arm,12405,6542
1780,5cc183e3-c779-4760-8948-773b7885759c,18823,chr5:p-arm,11416,5986
1781,dda51369-1223-4e3e-9432-5cec9894427b,19290,chr16:p-arm,11439,2570
1782,475812bf-7289-46d3-9186-a65a3e7e2450,20302,chr6:q-arm,12121,6220
1783,27aa7a59-4ecf-4c8c-8429-53733081f5bc,5009,chrX:p-arm,69,4804
1784,0fcd70cd-2c47-4b88-9621-7c6a01aacaf1,3409,chr9:p-arm,1295,1858
1785,8ae0ef24-90fb-4296-813a-25ceaaced885,2353,chr1:q-arm,47,1615
1786,fb47e3fc-7b9e-46f0-8352-a7ef39ae1757,1350,chr19:q-arm,102,323
1787,1b89ee47-0ad5-4e23-af4e-9a2cc81d7f70,22059,chr11:q-arm,90,210
1788,19fe5692-3f3a-4670-97db-675cc95ca459,12594,chr11:q-arm,5175,6022
1789,10b1d850-806a-4ed6-8812-bff081d3ce29,22865,chr6:q-arm,207,186
1790,eaa6d712-2bf6-44c2-bc83-33d9bfc9412e,38039,chr22:p-arm,26470,5921
1791,57b4ecba-5dc5-4a12-ba3c-b1cd89caeeb6,52793,chr2:q-arm,28555,5371
1793,34e6f6c3-b6dd-4515-800c-c42cc2349766,21077,chr15:p-arm,17267,839
1795,27a51c29-9a4f-4b94-8034-e6b07aa0cb45,32435,chr11:p-arm,15361,13894
1796,4eb5e197-20c3-4b6a-af33-2656fa5a6e69,9413,chr19:p-arm,1279,7588
1797,ac4a2273-c36e-4424-a238-a47c0d70da5e,6762,chr21:q-arm,2140,3940
1798,102a57e2-3882-4d1a-9765-12af50c1d09a,36046,chr19:q-arm,27540,5078
1799,bbd92704-a912-4ba4-8b36-6fd420c91683,1556,chr12:q-arm,190,728
1800,fbfb8aca-9d10-49d9-8d8b-8070b089325d,5787,chr19:p-arm,911,4192
1801,8aa86aec-23e2-4a86-8aa7-76c8e8551d9e,1935,chrX:p-arm,44,1774
1802,9656836e-1ca0-4cfe-88a0-af25f00c91b6,22092,chr16:q-arm,13701,6561
1803,856613e9-338e-4ad2-af7b-8c619e3ecbff,19644,chr9:p-arm,113,2099
1804,519dd03d-feaa-4fe1-b8bf-e61f1acd9eb4,39904,chr20:p-arm,31173,4302
1805,7a27b299-bc9b-42a2-87fb-e565f888e171,5445,chr12:q-arm,113,5279
1807,4758d5b8-96b5-44df-8369-06774d6f5c20,3410,chr10:q-arm,595,252
1808,dcbfe2d4-f765-47e8-8fed-fca5ae1c0c63,8690,chr12:p-arm,1519,6510
1809,156d4c43-a16b-49f7-8fac-a67228ded4f7,22948,chr21:q-arm,16599,4084
1810,7f0cb918-ba8e-429e-8ef4-8189765b2ee7,22392,chr10:q-arm,11045,4864
1813,6881eae1-40b1-4e05-8354-8dcb4177e80c,15150,chr21:p-arm,7937,5516
1814,f38dd64f-451d-47fb-a63a-011c96f15e7f,15176,chrX:p-arm,53,325
1815,003f0f25-97c7-4af3-8015-785f1ae47c79,11616,chr8:p-arm,2883,8002
1816,a14020d9-2c1f-47e7-9b6e-835ca02d3f6d,18626,chr20:q-arm,9458,3257
1817,26099ad6-0e61-4cd8-b738-bd8f539bcdae,5202,chr14:q-arm,77,156
1818,a2e3cd1b-09c8-4cfe-9f95-f04aab96f8d2,5144,chr11:p-arm,1202,3778
1819,a38154d8-5dff-44af-a478-bf373a6cf1e1,9215,chr14:q-arm,72,84
1820,9a8d2c29-0d5d-434f-93e1-aaa414540480,5476,chr19:q-arm,48,4278
1821,218f0507-1adb-4cab-bd5e-ab3b5c14c327,14015,chr9:p-arm,52,113
1822,9a15c98f-5c67-41aa-9d20-7ea7c94f1498,22676,chr20:p-arm,14527,2616
1823,a09ce950-3c1f-4527-b610-c8ca5c3cd558,25779,chr8:p-arm,17773,4799
1824,c553df27-4684-41cf-b789-3f523b742580,8298,chr15:p-arm,1814,5776
1825,aaebb1b4-ed01-40b8-93e2-dfcd5da8c22a,7155,chrX:q-arm,1299,5310
1826,54852883-8894-4543-a4a8-da75f2411cf8,17126,chr16:q-arm,7449,7732
1827,a223776e-b830-4c19-a2a1-37093e924611,24672,chr8:p-arm,11352,10614
1828,e45cb1e8-7873-43e5-8202-b9c2595faa3f,5889,chr9:p-arm,1114,4318
1829,c63d0f9e-d8ca-4afe-8973-b051ec7afe2c,17571,chr21:p-arm,8918,4963
1831,82e3a21c-3230-4891-8ff8-d32c7453e3a4,25045,chr9:p-arm,12795,9874
1835,77196743-cda7-495e-a1c8-747c6f8002dd,15838,chr17:p-arm,45,138
1836,1f7ac1f2-f381-4efa-8d45-54b9d0f8db27,6959,chr17:q-arm,2365,4075
1837,cd4a01b4-22fb-4994-955c-7204cc686b0f,17335,chr9:q-arm,8904,6935
1839,a94bafd0-2e02-44f6-b2e1-8e5ca0118a6c,48437,chr9:q-arm,39408,2779
1840,0c11831f-906c-40a3-9803-4e2e5834b682,9862,chr11:q-arm,5648,3280
1841,d1d49473-bbb6-4e95-bb93-2a10efae380a,2841,chr19:q-arm,91,1650
1843,cd267c7b-2992-4b63-b1b6-759e7780a5ee,21892,chr10:p-arm,11293,9106
1845,b68e56d1-b8e2-4b80-9ae5-95358d6a73f9,12284,chr15:q-arm,1276,10412
1846,503ea6a9-2dbc-4104-b09c-6194d7915dc1,6824,chrX:q-arm,1113,4979
1847,c4e3d4e5-2a79-4685-bd6b-ee1fd81c7c93,5261,chr12:q-arm,137,5103
1848,e6efa51f-54ab-4374-9c75-18b52c1701c0,15207,chr1:q-arm,9848,3969
1850,c1d5c952-12a5-4cae-afa9-19bd67844e11,7921,chr11:q-arm,4387,1369
1851,ff983a4d-b237-467f-9140-58140eb2725a,9372,chr1:q-arm,394,138
1852,cae08e7a-1938-46e4-92cb-0fe027170c87,16718,chr20:p-arm,50,162
1853,7ebc9303-8cc7-464b-a355-1e31603428c6,43834,chr7:p-arm,32879,5844
1854,862c3d08-79db-4de6-bc1b-d7656878b3ef,6689,chr19:p-arm,1522,4825
1855,64eb484d-e57e-4448-b38b-5b2cff9894e5,21963,chr6:p-arm,12482,6946
1856,217fdebc-e168-4605-8841-182186809deb,5652,chrX:p-arm,72,5492
1858,34cbb9d2-4466-4e6c-93ae-f7fd655e53f2,4578,chr19:p-arm,1176,2757
1859,7886168f-d68a-4b61-bcf7-c6ac40f8a925,9687,chr18:p-arm,2548,6422
1860,5a4acf1a-4794-4456-a88f-ea642548620f,3205,chr19:q-arm,94,1965
1861,69760228-9468-492a-87d7-299341255d0e,15294,chr17:p-arm,3673,6196
1862,27ac6ac9-362a-4c5e-9a40-2fdee355dd76,1721,chr16:q-arm,758,493
1863,f9bb6cba-e265-47fa-94ed-c208a106beef,20518,chr6:q-arm,7221,9432
1864,990e4951-48e4-4693-8e3f-58f0939826fc,18909,chr4:q-arm,121,90
1865,12a45c3a-d0ce-4e17-b121-6bb0c6c38d62,21193,chr15:q-arm,8580,8949
1866,6125de2a-c24f-42a2-b282-1c2a2dd4c1bf,59321,chr1:p-arm,26295,5446
1867,591a7217-f214-449d-964f-9bcdd77f2a6f,5369,chr19:q-arm,92,4240
1868,be857fbd-92ca-46c3-a63e-da698a89e2f4,13937,chr10:p-arm,1711,11422
1869,8bcacb4f-0abe-4801-a6a9-47059eaa91a6,7877,chr16:p-arm,1167,6439
1870,dcf50f5d-92f3-4dd8-a112-d4cafee199e7,11716,chr21:q-arm,4918,5291
1871,83d3185c-1c90-45e2-a2f3-c5356eb47439,32529,chr6:p-arm,24578,4606
1872,ddb1ecfe-6353-44d4-b5b8-77c6eeb78aee,7210,chr6:p-arm,1249,5752
1873,f853ff00-3ab4-439d-ba11-3b1f97a90861,5302,chr12:p-arm,1440,2748
1874,7da67ccd-0b85-4797-9918-6161ccb76e3b,4294,chr8:q-arm,61,4132
1875,9e58b07f-f5eb-44d0-9229-3bf3b7a93398,12565,chr12:q-arm,5652,6817
1876,d8cfc486-5e82-4eed-b178-968b9292a4a6,6772,chr9:q-arm,3447,2710
1877,077f3989-bf25-471f-825e-0d8db8b8a8e8,8438,chr20:p-arm,2944,4488
1880,9b435c22-51a5-4325-8fb2-2c56ba4a03ca,14260,chr8:q-arm,7401,5646
1881,43c745d1-25a0-4ea5-9f67-c585568ebd02,8481,chr20:q-arm,1080,6796
1882,8450aff1-7441-4016-bd16-357ed1d344d0,35909,chr1:p-arm,25009,5212
1883,730f5eb3-9ff5-4dce-a575-485cc769727d,48127,chr2:q-arm,24224,7288
1886,4f5f18db-2a58-4b93-b100-dc3533bd80dc,22094,chr14:q-arm,14366,4436
1887,59b45be4-96b1-4b91-b643-28ce3f8a38bd,2272,chr19:q-arm,90,1199
1888,81e0bf8d-5195-485d-9b49-d4b3e92f06c0,6438,chr20:q-arm,1224,4798
1889,c7da6b16-8d88-4a71-a9ae-b0c849cb1067,25185,chrX:p-arm,14148,6549
1890,14f7afe8-d539-4e41-a11a-fb1afdfa110c,15948,chr3:p-arm,7251,7410
1891,386ca27c-3621-43d7-87ae-d1dcf886a3fd,31633,chr5:p-arm,18605,9365
1892,f51808fb-6307-44e0-87cb-eb5e5ef956fb,1747,chr5:p-arm,695,225
1893,9580d88e-63fd-4907-96d6-dd608a092733,32331,chr17:p-arm,21542,4018
1894,40fe273e-4b39-4e60-a490-cb1986a64243,5219,chr20:q-arm,995,3766
1895,27af55b2-fbd8-4f65-bc10-a4153c227b49,7193,chr3:q-arm,1166,5830
1897,af75331d-8ee7-4a47-bb50-47c2b2e5188c,13085,chr9:q-arm,2460,9945
1898,1a3a322e-d724-49d7-8035-0ec625789897,35483,chr22:q-arm,15314,5962
1899,78edb332-94e7-42e0-90ca-e7b4bc41189e,8601,chr6:q-arm,4748,2726
1900,d07491a4-425f-412e-aefe-46d28380bb8a,10262,chr14:p-arm,3680,30
1903,17797618-cdd4-47bc-a981-5fd588489d3a,13745,chr5:p-arm,7548,4575
1904,ba304f1f-4457-429a-916c-d85e62502ab1,11027,chr12:q-arm,223,10869
1905,e3d1145b-da2d-4b5b-93fa-63cc2d13a23c,13312,chr10:q-arm,6425,1442
1906,78a707f7-c288-4435-bf19-0a11c65a8b3c,4573,chr19:q-arm,100,3299
1907,5cd92668-f958-47ad-836d-e936feb83317,19876,chr13:p-arm,4933,6681
1908,08036f2b-bd09-4ab4-9f7f-0727f6484790,34499,chr16:p-arm,22082,7581
1909,fef0deab-81c6-440c-8641-9e8f273fbd77,10176,chr4:q-arm,928,132
1910,de3cd709-f7c5-4be7-aa77-01b9cf67fb8c,3222,chrX:p-arm,49,3063
1911,f362dc5e-22db-4d61-bae9-3421b9c8d6b3,14753,chrX:q-arm,1572,78
1912,b66d9c89-e939-4f61-8749-a57c9895e9ec,2009,chr19:q-arm,74,794
1913,3db0f315-1dd4-4334-a8d9-53f91b49a5a4,6268,chr20:q-arm,1140,4660
1915,ab6acf08-3960-471b-b146-86df6f9200a3,13896,chr20:p-arm,7569,3921
1916,b278c548-3599-4568-92f8-64e2d519c5d3,8686,chr15:q-arm,1621,6798
1917,a656e082-7e68-4e08-92e8-51c1fc22f121,42832,chr6:q-arm,16097,12826
1918,101360ab-cc25-442b-a788-83ff3ebf5364,4929,chr8:q-arm,95,4582
1919,b76998c0-dcd3-4a01-b8b2-b7bb453a5b0f,6551,chr7:p-arm,49,198
1920,76c52273-5b8c-45a5-aa5c-b7cb24ef1058,14207,chr17:q-arm,10437,2112
1921,c8a60a4f-6af9-44f8-ba02-cab8d4184c8d,16769,chr20:q-arm,10696,3715
1922,b314ca71-0cfc-4a23-a332-e2fe1c8c0cf7,16390,chr13:q-arm,3907,8716
1923,c19d79c4-64e8-438f-bc7e-6cf34555009f,19565,chr3:p-arm,9097,8367
1924,5777996b-f8f4-40e6-915e-676411ebd913,1775,chrX:p-arm,44,1618
1925,524dbde8-b51a-4146-b749-1fafaaded205,7295,chr12:p-arm,1814,5215
1926,9242d67f-c607-4757-a029-303f508b81c7,42753,chr1:p-arm,23584,12118
1927,acaab083-9b97-476f-b091-24ffa297b61c,58251,chr15:p-arm,45265,2591
1928,70a716ec-387f-4828-a661-49b962d62745,14924,chr2:p-arm,5083,8746
1929,dac296ce-62a4-448b-8562-9b747c2feb0b,10239,chr14:p-arm,5946,2680
1930,dcc569cc-f3a1-42bb-be8f-32086d7ab0e9,10482,chr16:p-arm,319,9670
1931,4452cb2d-9f97-46d9-b919-fcf141098707,46777,chr18:q-arm,32610,8368
1932,31f5f538-ef28-4e15-8f96-dcd2a2b6c539,5819,chr11:p-arm,1466,4330
1933,3c47f779-b1e1-4e32-a2d0-6ce4ad49baa4,1992,chr20:p-arm,1196,540
1934,9d871c7c-2a59-4cf5-9d0e-9175cf4502b7,4234,chr12:p-arm,1673,2076
1935,2cb412ed-d346-4dad-8329-1b31bbca29ee,8627,chr19:p-arm,1587,6790
1937,b22c16e1-30c3-4e89-b626-06da2c2cdf8e,5880,chr3:q-arm,949,4091
1938,1e3f774c-f276-4307-b1a5-bcb17cb934ea,30624,chr1:p-arm,13682,10519
1939,b5c223fb-6147-41d3-9880-fa3b2ef12871,13613,chr10:p-arm,6030,5508
1940,52a9eb29-c974-43f2-9a09-548cecea41ed,57520,chr13:q-arm,36442,9177
1941,4425cd53-b161-436e-9d9f-82fcd641c65e,9271,chr11:p-arm,878,7846
1942,bd2586a7-fb94-4320-8cdb-694d5a98d52b,4080,chr14:p-arm,1808,2146
1943,cd217fdb-b25b-4fd9-9fea-0e17d78a4076,24112,chr21:p-arm,14862,6713
1945,f14ac69e-9721-4bd9-a8e9-a2304a2e4368,5135,chr9:p-arm,1160,3080
1946,0657a048-c128-40f1-97b2-510ed898952d,5715,chr12:q-arm,162,5550
1947,2096ebd1-5fa6-41f5-9be2-8bf671b5c11d,37980,chr17:q-arm,24690,7610
1948,4fae8988-d40f-4e2b-8a4a-e14f329e3c9d,14067,chr3:p-arm,2417,10772
1949,caf9db79-ba1a-4ba0-810e-f8cd315e7caf,12966,chr11:q-arm,4575,6146
1950,d993e98d-e93f-43a6-9b49-407426a30df4,5697,chrX:q-arm,1636,3864
1951,c56bdc41-478a-4140-ba8e-6aff53850e03,5026,chr16:p-arm,1090,3580
1952,5a74be9d-fb36-4eba-b925-c56e1bed1aee,12051,chr17:p-arm,73,72
1953,e5148d64-df42-4780-9c56-71f6b38e9b00,31531,chr1:q-arm,3908,148
1954,0aa4d8c9-403d-42e3-852c-db8beefcb8af,28107,chr22:q-arm,15748,6787
1955,7f9fb6ad-a0f1-4cbd-9b48-8a23b7ecc9be,7472,chr12:q-arm,5127,1781
1956,416f796f-cfb2-4251-a667-551e4872a067,2503,chr19:q-arm,110,1603
1958,0f6949ca-f463-46a5-a9e5-a9aec34505c5,6081,chrX:q-arm,144,102
1960,e7345ec0-bf26-4cad-bdfe-53edc84286f6,24568,chr16:q-arm,11890,7983
1961,6ede7352-401a-4aed-8b5b-01e084bab535,6486,chr8:q-arm,2839,3666
1962,74f6cc4c-e185-47cc-bd0a-f078f208274b,4697,chr19:q-arm,99,3459
1964,8094799a-2607-473d-86f3-0304b55ae9da,3569,chr19:q-arm,76,2534
1965,b37f5428-c5ee-4b9b-b531-c84f0ee745bc,26977,chr4:q-arm,14204,10385
1966,34cca126-fd6f-48a4-97ac-fdd24f6bc9ff,25457,chr14:q-arm,10550,7852
1967,9cb568e5-155d-4b11-9186-40842520c7df,5289,chr9:p-arm,1101,3808
1968,c3ea7c90-6d78-41ff-b00c-af1831968481,16538,chr10:p-arm,5801,9110
1969,3251a2de-ac65-4e36-8cbe-8e1cb534d7c8,62234,chr1:q-arm,45106,3811
1970,ff65fff4-e64e-4c07-8c31-bf88f6865768,15207,chr3:q-arm,109,99
1972,cc8fb44f-bc83-476c-bc22-51f008bab7cf,3913,chr19:q-arm,110,2938
1973,08224d51-577b-4a34-a4b9-84c09ef8a388,10826,chr16:q-arm,4267,4898
1974,8eb446fb-d36d-4a7b-b876-0f771727b178,9093,chr19:p-arm,1525,7273
1975,395e1a78-17e9-42d5-a71e-8c166add0751,2275,chr19:q-arm,86,2116
1976,8f2198d4-82d0-4e03-8ef8-2b9057a41688,2014,chrX:q-arm,536,1429
1977,9059e491-a65b-4f96-a334-45ac823e2edb,28351,chr1:p-arm,13314,9628
1978,bf0a2baa-3e65-4098-8ef9-73ce7a4b7f03,6195,chr9:p-arm,1304,4588
1979,246027b9-3275-4fa4-935b-b5c7f939cb85,8660,chrX:q-arm,1690,6841
1980,0abd4d0c-7027-47de-89d1-18e092dd90a7,1015,chr12:q-arm,76,858
1981,3022554e-17b7-4d02-980f-98cb097e8dba,27219,chrX:p-arm,13632,7902
1982,65dd7d91-f74b-4825-9343-683a57fe4303,28828,chr2:p-arm,16974,6554
1983,8daacb78-3824-43e5-a64b-c62524896453,8402,chr11:p-arm,1015,7366
1984,aa4a3342-84e2-44a8-9cd8-91b1198b41d6,4654,chr12:p-arm,1391,2193
1986,8c4cbb31-86a8-4762-ab61-fc76821cfa39,8636,chr6:p-arm,1207,7018
1987,eb36c82d-197a-4f8d-ba47-d2713fe926c2,4768,chr16:p-arm,1403,3288
1988,6f2ab3dc-fd80-492e-aff8-d5524e1aa055,36613,chr1:p-arm,21981,6083
1989,5acc7ae1-604e-4203-affa-d4b4d7b7c53c,30323,chr2:q-arm,18976,6046
1990,b479ed27-6bca-4ce7-959c-9f23e6ff6ba7,10282,chr9:q-arm,60,90
1991,8988ee5b-418f-4acb-b41d-3498c4c02709,20669,chr10:q-arm,173,186
1992,ef207cd0-fd26-4f68-8120-90c5c0fa7f10,9224,chr19:q-arm,117,8887
1993,bd520524-827f-46db-9c6e-29126c1388bc,32327,chr8:p-arm,19741,3717
1994,18434148-67de-4c1b-a95e-e552ca71dc21,10078,chrX:q-arm,1033,8236
1995,58bb90b9-38f7-4c27-9de2-bc024347cd11,7616,chr15:q-arm,41,150
1997,9cf1b3dd-09a0-488f-8dc0-11131b83ee5a,35800,chr8:q-arm,208,138
1998,31730580-cbaa-4808-8908-be575d26e1bf,17384,chr18:p-arm,11724,4195
1999,debf8dee-8471-44ad-a6a5-cfe8671443dd,15490,chr10:q-arm,7231,5344
2000,d57f3960-0ff1-40d6-a313-48a8450c8c6e,10130,chr11:q-arm,4616,3624
2001,77ec77ce-8bbb-4139-9101-cd0ff581b324,2248,chr4:p-arm,788,903
2002,2a516619-99b1-4f7c-ae1f-ff1645f07868,12830,chr12:q-arm,2871,10510
2003,3134f930-4a9e-4617-bc4f-c22287371ed0,39080,chr8:p-arm,25136,10209
2004,a79caf01-c17d-4b1e-8822-ef23a975dde3,8047,chr7:p-arm,3172,3977
2005,a263fb2a-afbd-456d-a677-f213bb58c01a,4511,chr16:p-arm,179,4351
2006,cebab318-8262-44cc-9891-d8f34d0df731,14393,chr8:q-arm,7036,4362
2007,4e22c631-1dd9-4c48-a69e-9e1fd13b359a,8541,chr2:p-arm,3078,4714
2009,74c481aa-42b7-41c5-bee3-09e14a3f12da,7199,chr13:q-arm,47,297
2011,59eb195d-ead5-4f29-aa2d-dfea2ad7cf66,14654,chr2:p-arm,3516,10277
2012,0b9cb771-0bc5-4329-b488-f5d089b557dd,4628,chr21:p-arm,1382,2548
2013,a473666e-6989-40eb-a772-08d959e4beab,1999,chr19:q-arm,79,926
2014,284f66bb-6ce7-4b2f-8dc7-663b5097bc63,39603,chr20:p-arm,18541,5273
2015,1c9aec9f-241a-44a4-b254-bc2bae4a9018,14628,chr17:q-arm,5524,7373
2016,5ae6debc-0670-4928-9ba6-7c80a67d6316,5882,chrX:q-arm,1377,4139
2017,7e54a057-8399-4f6f-bb7d-e243fc956260,2894,chr19:q-arm,88,1659
2018,5df446c7-537f-4734-a5b6-72215f6d5fef,9760,chr1:p-arm,1077,108
2019,67933e4e-681b-4d42-bdab-666f06a329e0,9589,chr5:p-arm,2123,7091
2020,295e8874-1a26-4a57-b84a-2bcdf9e85360,13941,chr9:p-arm,7706,3727
